Name,Subtitle,AM Service Time,PM Service Time,Street,City,State,Postcode,Phone,Email,Website,Minister/Pastor,URL,Presbytery,pcharge_status,Latitude,Longitude,Attempt,Lat_adj,Lon_adj
Harvest Presbyterian Church (Berrigan),Unknown,9.00,Unknown,Cnr Budd & Cobram Sts,Berrigan,New South Wales,2712,Unknown,Unknown,Unknown,Maurie Cropper,https://preskey.org.au/index.php/new-south-wales-act/item/berrigan?category_id=48,Moderator/Interim ModeratorDavid Powell,Full (Sanctioned) Charge,-35.65835,145.80948,0,-35.75148165,145.6601212644043
Harvest Presbyterian Church (Finley),Unknown,11.00,7.00,19 Denison St,Finley,New South Wales,2713,Unknown,Unknown,Unknown,Maurie Cropper,https://preskey.org.au/index.php/new-south-wales-act/item/finley?category_id=48,Moderator/Interim ModeratorDavid Powell,Full (Sanctioned) Charge,-35.63873,145.5774,0,-35.6467084,145.5728646
Hurstville Presbyterian Church,Unknown,9.30,6.30,Cnr Park Rd & MacMahon St,Hurstville,New South Wales,2220,Unknown,Unknown,http://www.hurstvillepresbyterian.org/,Andrew Vines,https://preskey.org.au/index.php/new-south-wales-act/item/hurstville-st-giles?category_id=48,Presbytery of Sydney South,Full (Sanctioned) Charge,-33.96379,151.10343,0,-33.960707,151.1003611
"Redemption Hill, (Green Square)",Unknown,10.00,Unknown,3/1 Durham St,Stanmore,New South Wales,2048,Unknown,Unknown,http://www.redemptionhill.com.au,Jeremy Tan,https://preskey.org.au/index.php/new-south-wales-act/item/redemption-hill-greensquare?category_id=48,Presbytery of Sydney East,Church Plant,-33.89175,151.16884,0,-33.8936689,151.1656456
Revesby,Unknown,9.00,6.30,Cnr Tower St & Eastern Ave,Revesby,New South Wales,2212,Unknown,Unknown,http://www.revesbypc.org.au,Shane Gooch,https://preskey.org.au/index.php/new-south-wales-act/item/revesby?category_id=48,Presbytery of Sydney South,Full (Sanctioned) Charge,-33.95734,151.01179,0,-33.9436876,151.0137191
"Mosman, Scots Kirk",Unknown,9.00,Unknown,9 Belmont Rd,Mosman,New South Wales,2088,Unknown,Unknown,http://scotskirkmosman.org.au/,Brett Graham,https://preskey.org.au/index.php/new-south-wales-act/item/mosman-scots-kirk?category_id=48,Presbytery of Sydney North,Full (Sanctioned) Charge,-33.82847,151.24273,0,-33.8301355,151.2447663
Nowra,Unknown,9.30,7.00,3 Kinghorne St,Nowra,New South Wales,2541,Unknown,Unknown,Unknown,Ian Halbisch,https://preskey.org.au/index.php/new-south-wales-act/item/nowra?category_id=48,Presbytery of the Illawarra,Full (Sanctioned) Charge,-34.87283,150.60311,0,-34.8953733,150.6026331
St Ives - Pymble,Unknown,9.30,Unknown,258 Mona Vale Rd,St Ives,New South Wales,2075,Unknown,Unknown,http://www.stivespymblepc.org.au,Samuel Yoon Choi,https://preskey.org.au/index.php/new-south-wales-act/item/st-ives-st-andrew-s?category_id=48,Presbytery of Sydney North,Full (Sanctioned) Charge,-33.72659,151.1662,0,-33.7292063,151.159396
"St Andrew's Scots, Rose Bay",Unknown,10.00,Unknown,Cnr Dover Rd & Carlisle St,Rose Bay,New South Wales,2029,Unknown,Unknown,http://www.standrewsscots.org,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/rose-bay-st-andrew-s?category_id=48,Presbytery of Sydney East,Full (Sanctioned) Charge,-33.87119,151.27131,0,-33.8741644,151.265471
Sydney Living Hope Community Church,Unknown,Unknown,Unknown,"Unit 1, 3 Coal St,",Silverwater,New South Wales,2128,Unknown,Unknown,Unknown,Steve Keith Oh,https://preskey.org.au/index.php/new-south-wales-act/item/sydney-living-hope-community-church?category_id=48,unknown,unknown,-33.83042,151.04629,0,-33.1029115,151.5600857
Tregear,Unknown,9.30,Unknown,117 Ellsworth Dr,Tregear,New South Wales,2770,Unknown,Unknown,https://m.facebook.com/TregearPresbyterian/?ref=bookmarks,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/tregear?category_id=48,Presbytery of Western Sydney,Full (Sanctioned) Charge,-33.74339,150.79641,0,-33.7431521,150.7983883
Woodford (NSW),Unknown,9.00,Unknown,88-89 Great Western Highway,Woodford,New South Wales,2778,Unknown,Unknown,http://www.woodfordchurch.org.au,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/woodford-nsw?category_id=48,Presbytery of Western Sydney,Home Mission Charge,-33.73313,150.47409,0,-33.7330113,150.4740686506356
